INPUT:image_left	INPUT:image_right	INPUT:query	INPUT:source_left	INPUT:source_right	OUTPUT:result	CONFIDENCE:result	GOLDEN:result	
https://storage.mds.yandex.net/get-mturk/164189/b954145c-9523-4e3e-933d-ba4bda4fbcba.png	https://storage.mds.yandex.net/get-mturk/67456/e2018061-b8c1-4e59-91b2-ed050933c7e6.png	календарь дежурств пожарной охраны 2019 год	https://namvd.ru/grafik-dezhurstv-mchs-na-god-kak-sostavit-grafik-smennosti/	https://spravka01.ru/grafik_karaulov/	snd	90.36%		
https://storage.mds.yandex.net/get-mturk/33284/be8eacc5-9e81-4ee3-9be7-7a70831356c9.png	https://storage.mds.yandex.net/get-mturk/14636/0a86afac-cbd3-48e5-8106-242d16a7ab67.png	почта gmail вход	https://ru.wikipedia.org/wiki/Gmail	https://e.mail.ru/login	snd	73.95%		
https://storage.mds.yandex.net/get-mturk/108096/055cc7ba-9640-4a92-ae30-59caef0cd2b8.png	https://storage.mds.yandex.net/get-mturk/369523/57137af2-afd0-41f2-ad9f-36cc478e233a.png	мазь вишневского	https://indicator.ru/article/2017/07/20/maz-vishnevskogo/	https://russian7.ru/post/maz-vishnevskogo-kakoy-vred-ona-mozhet/	snd	79.95%		
https://storage.mds.yandex.net/get-mturk/14636/0a86afac-cbd3-48e5-8106-242d16a7ab67.png	https://storage.mds.yandex.net/get-mturk/64113/9c7fe0da-bf86-4260-bd83-27721c0f3e8c.png	почта gmail вход	https://e.mail.ru/login	http://hsl.guru/gmail-com-pochta-vhod-v-gugl-pochtu/	fst	98.43%		
https://storage.mds.yandex.net/get-mturk/66374/b5621355-b0f7-4999-a2c4-6ddb0adf5b5b.png	https://storage.mds.yandex.net/get-mturk/51762/e74aea81-b3ef-46fd-aae8-30ef84c4c617.png	календарь дежурств пожарной охраны 2019 год	http://www.bezengi.ru/ru/node/312	https://pressa.tv/foto/86590-novyy-kalendar-ot-avstraliyskih-pozharnyh-na-2019-god.html	fst	88.88%		
https://storage.mds.yandex.net/get-mturk/22497/e0f7fc6d-0c8e-44e6-8f7c-79f1d32817d5.png	https://storage.mds.yandex.net/get-mturk/15921/f53ca806-df09-4fe2-99f4-f3902b191deb.png	samsung galaxy watch и samsung galaxy watch active	https://mobile-review.com/news/opublikovan-predpolagaemyj-oblik-samsung-galaxy-watch-active-2	http://www.akclip.com/clip-samsung-watch-samsung-galaxy-watch-vs-galaxy-wat_zsCVpuNPAtUQ	snd	89.21%		
https://storage.mds.yandex.net/get-mturk/64007/f28948a5-26b5-4f8f-8b6a-c2364cc1d006.png	https://storage.mds.yandex.net/get-mturk/37080/61463617-bb32-4684-ba09-d386d5f05fa2.png	календарь дежурств пожарной охраны 2019 год	https://fireguys.ru/documentation/organizacija-sluzhby/karaulnaja-sluzhba/-smena-karaulov-v-podrazdelenijah-pozharnoi-ohrany.html	https://fireman.club/grafik-dezhurnyx-karaulov/	fst	79.89%		
https://storage.mds.yandex.net/get-mturk/36745/6f1096d7-091f-44c1-a7da-7d265479854f.png	https://storage.mds.yandex.net/get-mturk/64113/9c7fe0da-bf86-4260-bd83-27721c0f3e8c.png	почта gmail вход	https://www.google.com/intl/ru/gmail/about/for-work/	http://hsl.guru/gmail-com-pochta-vhod-v-gugl-pochtu/	eq	70.91%		
https://storage.mds.yandex.net/get-mturk/200217/d3a4750b-27e9-43e6-86c6-e9ad24894139.png	https://storage.mds.yandex.net/get-mturk/62493/8a8d3bc7-7031-4867-9ec1-a6657063b9a5.png	Пенсионерам скидки	http://yaroslavl.incred.ru/vkladi/pensionnie/	https://ipipip.ru/%D0%9B%D1%8C%D0%B3%D0%BE%D1%82%D1%8B_%D0%BF%D0%B5%D0%BD%D1%81%D0%B8%D0%BE%D0%BD%D0%B5%D1%80%D0%B0%D0%BC/	fst	88.69%		
https://storage.mds.yandex.net/get-mturk/129249/fdf05d31-6f1c-4747-8f6e-a107c9f2332d.png	https://storage.mds.yandex.net/get-mturk/476213/665e2c09-61a7-4f9a-890a-7f40d08f7982.png	косметиста	https://zen.yandex.ru/kosmetista.ru	http://canofwormsru.blogspot.com/2014/02/blog-post_22.html	fst	100.00%	fst	
https://storage.mds.yandex.net/get-mturk/40252/0484c549-193e-437e-88bc-5fb92cb13686.png	https://storage.mds.yandex.net/get-mturk/100555/2d19e5a0-f57f-4aa6-9d0d-693fb88d3e2f.png	почта gmail вход	http://pc4me.ru/3122.html	https://yandex.ru/local/events/90733	snd	96.21%		
https://storage.mds.yandex.net/get-mturk/52837/11532562-5d98-4d21-9886-ea22763bc668.png	https://storage.mds.yandex.net/get-mturk/15935/cff21d2a-96d6-48ca-a1d7-60fb1e8613aa.png	меновазин инструкция по применению для чего применяется	https://spa-rus.ru/instrukcii/menovazin-ot-davlenija-primenenie-pobochnye-javlenija.html	https://simptom-lechenie.ru/menovazin-instrukciya-po-primeneniyu.html	snd	94.79%		
https://storage.mds.yandex.net/get-mturk/43447/43e36dc4-1765-40f8-bad0-1d54853f775d.png	https://storage.mds.yandex.net/get-mturk/100555/2d19e5a0-f57f-4aa6-9d0d-693fb88d3e2f.png	почта gmail вход	https://www.gmail.com/mail/help/intl/ru/about.html?de	https://yandex.ru/local/events/90733	fst	99.72%		
https://storage.mds.yandex.net/get-mturk/36745/6f1096d7-091f-44c1-a7da-7d265479854f.png	https://storage.mds.yandex.net/get-mturk/40252/0484c549-193e-437e-88bc-5fb92cb13686.png	почта gmail вход	https://www.google.com/intl/ru/gmail/about/for-work/	http://pc4me.ru/3122.html	fst	90.78%		
https://storage.mds.yandex.net/get-mturk/29516/c843b337-deff-47a6-bfce-b77cc5848bbb.png	https://storage.mds.yandex.net/get-mturk/135075/786f80ca-7c73-48c3-bcbf-a85476a09c55.png	почта gmail вход	https://apps.apple.com/ru/app/gmail-%D0%BF%D0%BE%D1%87%D1%82%D0%B0-%D0%BE%D1%82-google/id422689480	https://gmail.com/	snd	94.24%		
https://storage.mds.yandex.net/get-mturk/100555/68d18efb-a217-490a-97ec-3db6a0093d26.png	https://storage.mds.yandex.net/get-mturk/67428/f027cf89-6724-4867-b873-9d86b4c5079b.png	samsung galaxy watch и samsung galaxy watch active	https://4pda.ru/2019/04/18/357031/	https://market.yandex.ru/product--chasy-samsung-galaxy-watch-active/413265633/reviews	fst	98.47%		
https://storage.mds.yandex.net/get-mturk/34220/ef1db5e9-6cce-463f-8758-e4faa0f1ed73.png	https://storage.mds.yandex.net/get-geosearch/15218/fce2e673-4e59-4d78-8ff0-163f67358f09	samsung galaxy watch и samsung galaxy watch active	https://www.mvideo.ru/products/smart-chasy-samsung-galaxy-watch-active-sm-r500-nezhnaya-pudra-30043073	https://www.samsung.com/global/galaxy/galaxy-watch-active/	snd	96.18%		
https://storage.mds.yandex.net/get-mturk/23442/e8a47c1e-04eb-4af9-9aaf-38e29ccb1d59.png	https://storage.mds.yandex.net/get-mturk/57914/b089563b-aefe-449f-b1a5-24507aa37a3e.png	asus m5a78l-m lx3 обзор	https://www.nix.ru/autocatalog/motherboards_asustek/ASUS-M5A78L-M-LX3-RTL-SocketAM3-plus-AMD-760G-PCI-E-plus-SVGA-plus-GbLAN-SATA-RAID-MicroATX-2DDR3_139673.html	https://naobzorah.ru/motherboard/asus_m5a78l-m_lx3	fst	60.55%		
https://storage.mds.yandex.net/get-mturk/14636/a7584d64-333d-4cb6-aaf3-5a0582f6dc30.png	https://storage.mds.yandex.net/get-mturk/243965/1f54c938-d682-4681-afe9-62d8cc32f4b8.png	asus m5a78l-m lx3 обзор	https://www.onlinetrade.ru/catalogue/materinskie_platy-c340/asus/fullreviews/materinskaya_plata_asus_m5a78l_m_lx3_am3_microatx-159664-r47435.html	https://www.onlinetrade.ru/catalogue/materinskie_platy-c340/asus/fullreviews/materinskaya_plata_asus_m5a78l_m_lx3_am3_microatx-159664-r8265.html	snd	91.57%		
https://storage.mds.yandex.net/get-mturk/23210/75a35dd8-d6a0-4125-8a74-ca4c17a75a59.png	https://storage.mds.yandex.net/get-geosearch/15218/fce2e673-4e59-4d78-8ff0-163f67358f09	samsung galaxy watch и samsung galaxy watch active	https://lvvid.net/w/samsung+galaxy+watch+active+review	https://www.samsung.com/ru/wearables/galaxy-watch-active-r500/SM-R500NZSASER/	snd	79.98%		
https://storage.mds.yandex.net/get-mturk/67456/e2018061-b8c1-4e59-91b2-ed050933c7e6.png	https://storage.mds.yandex.net/get-mturk/64007/f28948a5-26b5-4f8f-8b6a-c2364cc1d006.png	календарь дежурств пожарной охраны 2019 год	https://spravka01.ru/grafik_karaulov/	https://fireguys.ru/documentation/organizacija-sluzhby/karaulnaja-sluzhba/-smena-karaulov-v-podrazdelenijah-pozharnoi-ohrany.html	snd	95.35%		
https://storage.mds.yandex.net/get-mturk/67428/4f21d55e-cd42-4882-b567-0e01272d355c.png	https://storage.mds.yandex.net/get-mturk/36745/b23ce02c-258d-4a24-885b-19800e3a48a4.png	Пенсионерам скидки	https://npfrate.ru/knowledgebase/skidki-pensioneram.html	https://yaroslavl.buranrussia.ru/pensioneram-skidka/	fst	99.76%		
https://storage.mds.yandex.net/get-mturk/33284/be8eacc5-9e81-4ee3-9be7-7a70831356c9.png	https://storage.mds.yandex.net/get-mturk/64113/9c7fe0da-bf86-4260-bd83-27721c0f3e8c.png	почта gmail вход	https://ru.wikipedia.org/wiki/Gmail	http://hsl.guru/gmail-com-pochta-vhod-v-gugl-pochtu/	fst	93.84%		
https://storage.mds.yandex.net/get-mturk/67555/1fe568fc-d08b-48d9-8f65-3a20dbb12cff.png	https://storage.mds.yandex.net/get-mturk/55559/f0edd529-f807-4a68-b892-c5602dc86fb2.png	nehs d [ehufle минска	https://LeTour.by/tury-v-hurgadu.html	https://www.relax.by/gds/turagentstva/hurgada/minsk/	snd	95.51%		
https://storage.mds.yandex.net/get-mturk/23304/b7d7c1e3-dc67-48e5-8df6-19cba37754ae.png	https://storage.mds.yandex.net/get-mturk/108096/9fcef3cd-51b5-4e46-83a0-8aa3ad55f103.png	косметиста	http://irecommend.ru/users/kosmetista?page=1	https://www.facebook.com/Kosmetista.ru	snd	95.21%		
https://storage.mds.yandex.net/get-mturk/200217/022fb36c-2cca-45fa-bd1d-7cf9deb8d651.png	https://storage.mds.yandex.net/get-mturk/168599/7ed8c5b9-2ef3-4e34-9c4c-008986a68825.png	nehs d [ehufle минска	https://tripvariator.by/egypt/hurghada/from-minsk/	http://www.travel.otzyv.by/kurorty/hurghada/tury/	fst	93.22%		
https://storage.mds.yandex.net/get-mturk/55141/ccc08ce3-68ae-45fc-8356-f944bf3a41eb.png	https://storage.mds.yandex.net/get-mturk/33284/5ea3287a-56bb-465f-865f-84db08e82ae4.png	инвентарь программиста 2019	https://comprost.ru/komplektuiushchie/sborka-pc/vybor-ofisnogo-kompiutera-2019	https://videosmile.ru/lessons/read/gotovyie-sborki-kompyuterov-dlya-rabotyi-s-video-i-grafikoy-200419.html	snd	70.68%		
https://storage.mds.yandex.net/get-mturk/200217/d3a4750b-27e9-43e6-86c6-e9ad24894139.png	https://storage.mds.yandex.net/get-mturk/39194/84fec103-0b12-4d04-9848-bd9f69fac3d0.png	Пенсионерам скидки	http://yaroslavl.incred.ru/vkladi/pensionnie/	https://lgotypro.ru/lgoty-pensioneram-v-jaroslavskoj-oblasti/	fst	67.08%		
https://storage.mds.yandex.net/get-mturk/100555/68d18efb-a217-490a-97ec-3db6a0093d26.png	https://storage.mds.yandex.net/get-mturk/34220/ef1db5e9-6cce-463f-8758-e4faa0f1ed73.png	samsung galaxy watch и samsung galaxy watch active	https://4pda.ru/2019/04/18/357031/	https://www.mvideo.ru/products/smart-chasy-samsung-galaxy-watch-active-sm-r500-nezhnaya-pudra-30043073	fst	74.11%		
https://storage.mds.yandex.net/get-mturk/26798/1f9e31a7-f76d-46af-a825-13af6c206a0d.png	https://storage.mds.yandex.net/get-mturk/15935/cff21d2a-96d6-48ca-a1d7-60fb1e8613aa.png	меновазин инструкция по применению для чего применяется	https://sovets.net/13178-menovazin-instrukciya-po-primeneniyu.html	https://simptom-lechenie.ru/menovazin-instrukciya-po-primeneniyu.html	snd	59.30%		
https://storage.mds.yandex.net/get-mturk/51762/e74aea81-b3ef-46fd-aae8-30ef84c4c617.png	https://storage.mds.yandex.net/get-mturk/64007/f28948a5-26b5-4f8f-8b6a-c2364cc1d006.png	календарь дежурств пожарной охраны 2019 год	https://pressa.tv/foto/86590-novyy-kalendar-ot-avstraliyskih-pozharnyh-na-2019-god.html	https://fireguys.ru/documentation/organizacija-sluzhby/karaulnaja-sluzhba/-smena-karaulov-v-podrazdelenijah-pozharnoi-ohrany.html	snd	89.99%		
https://storage.mds.yandex.net/get-mturk/36745/6f1096d7-091f-44c1-a7da-7d265479854f.png	https://storage.mds.yandex.net/get-mturk/100555/2d19e5a0-f57f-4aa6-9d0d-693fb88d3e2f.png	почта gmail вход	https://www.google.com/intl/ru/gmail/about/for-work/	https://yandex.ru/local/events/90733	snd	63.29%		
https://storage.mds.yandex.net/get-mturk/51762/e74aea81-b3ef-46fd-aae8-30ef84c4c617.png	https://storage.mds.yandex.net/get-mturk/164189/b954145c-9523-4e3e-933d-ba4bda4fbcba.png	календарь дежурств пожарной охраны 2019 год	https://pressa.tv/foto/86590-novyy-kalendar-ot-avstraliyskih-pozharnyh-na-2019-god.html	https://namvd.ru/grafik-dezhurstv-mchs-na-god-kak-sostavit-grafik-smennosti/	snd	96.18%		
https://storage.mds.yandex.net/get-mturk/52137/bb2d9f3f-2580-4bb2-af94-617d94ab2b24.png	https://storage.mds.yandex.net/get-mturk/40311/090bc6f0-19fa-495a-bf1d-ad30f03bd305.png	asus m5a78l-m lx3 обзор	https://www.citilink.ru/catalog/computers_and_notebooks/parts/motherboards/695156/obzory/	https://ru.gecid.com/news/pervyy_vzglyad_na_novye_materinskie_platy_asus_m5a78l_i_m5a78l_le_dlya_soketa_amd_am3/	fst	92.88%		
https://storage.mds.yandex.net/get-mturk/129249/fdf05d31-6f1c-4747-8f6e-a107c9f2332d.png	https://storage.mds.yandex.net/get-mturk/108096/9fcef3cd-51b5-4e46-83a0-8aa3ad55f103.png	косметиста	https://zen.yandex.ru/kosmetista.ru	https://www.facebook.com/Kosmetista.ru	snd	100.00%	snd	
https://storage.mds.yandex.net/get-mturk/43447/43e36dc4-1765-40f8-bad0-1d54853f775d.png	https://storage.mds.yandex.net/get-mturk/135075/786f80ca-7c73-48c3-bcbf-a85476a09c55.png	почта gmail вход	https://www.gmail.com/mail/help/intl/ru/about.html?de	https://gmail.com/	snd	78.94%		
https://storage.mds.yandex.net/get-mturk/168599/290bc4de-2804-4932-b850-3a3d70af2d89.png	https://storage.mds.yandex.net/get-mturk/129249/fdf05d31-6f1c-4747-8f6e-a107c9f2332d.png	косметиста	https://kosmetista-ru.livejournal.com/	https://zen.yandex.ru/kosmetista.ru	snd	76.80%		
https://storage.mds.yandex.net/get-mturk/477630/5c85a4f8-de84-4176-adf1-967d36db9e81.png	https://storage.mds.yandex.net/get-geosearch/15218/fce2e673-4e59-4d78-8ff0-163f67358f09	samsung galaxy watch и samsung galaxy watch active	https://csvid.net/w/samsung+galaxy+watch+active	https://www.samsung.com/global/galaxy/galaxy-watch-active/	snd	70.68%		
