INPUT:id	INPUT:text	OUTPUT:label	ASSIGNMENT:worker_id	ASSIGNMENT:assignment_id
37	Крафт у метро Бауманская. Всегда в наличии большой выбор крафта по приятным ценам!  30 метров от входа в метро Бауманская	ban_shock_content	acf49e2b-2cec-4177-8f09-94b34b8238bd	a215952c-2747-434a-b6f9-df1d715d7c2c
38	Страхование домов и дач. Страхование от непредвиденных ситуаций вашего загородного дома, или любого другого строения!!	not_ad	c611cd5d-9a06-4d88-a2e4-dd8db39d22ed	52676950-9a18-41ff-89ab-95a3f1da6be9
38	Страхование домов и дач. Страхование от непредвиденных ситуаций вашего загородного дома, или любого другого строения!!	ad	4bcb16fc-55c2-4d0f-b3de-f0c41d08a446	5d3ef3c4-b54f-4878-a69a-52bceb80a6da
38	Страхование домов и дач. Страхование от непредвиденных ситуаций вашего загородного дома, или любого другого строения!!	ban_shock_content	9a6b4625-b544-4bde-95fd-7588cffb50c6	46a2334e-9f96-4a09-8e4e-a5fbc2435de7
39	Балконы и лоджии. Саратов и область.. Отделка и реконструкция балконов и лоджий, навесы, ограждения. Опыт работы более 15 лет. 8 937 978 88 02.	not_add	60fd4173-b8b4-4b37-afac-b4080f46f9cd	63569feb-1922-4dfd-b0a2-81c3551d749e
39	Балконы и лоджии. Саратов и область.. Отделка и реконструкция балконов и лоджий, навесы, ограждения. Опыт работы более 15 лет. 8 937 978 88 02.	ad	957c452b-7c23-47d3-a0a9-5f62999cbcb4	e6a0fea6-4b13-4650-8625-f9c6c6c3319e
39	Балконы и лоджии. Саратов и область.. Отделка и реконструкция балконов и лоджий, навесы, ограждения. Опыт работы более 15 лет. 8 937 978 88 02.	not_add	a84b0c35-785b-41dd-8712-937285700317	daf5ce7d-d7b3-4b9d-822b-b294af877e46
40	Облегчение похмелья. Вывод из запоя.. Консультация, рекомендации бесплатно. Выезд врача нарколога на дом 24ч. Есть стационар, ребцентр.	not_add	178a2ae6-abd9-4354-a3fc-87cdd15a6c95	9e423679-7a7a-4532-8095-3497b8dfb698
40	Облегчение похмелья. Вывод из запоя.. Консультация, рекомендации бесплатно. Выезд врача нарколога на дом 24ч. Есть стационар, ребцентр.	not_add	7a68ab87-b5f6-4664-a11e-11ee010fc5e8	15d1e320-38f1-4fa6-bdff-19e923698f34
40	Облегчение похмелья. Вывод из запоя.. Консультация, рекомендации бесплатно. Выезд врача нарколога на дом 24ч. Есть стационар, ребцентр.	ad	62d170c7-2345-4740-a4f7-dd78e97c25da	ea6f640f-659a-4ae9-bd1d-144d89afab53
41	На первое посещение 20% - шугаринг для девушек и женщин!. Скидка действует на весь прайс! Записаться можно в Яндекс.мессенджер, либо в Вк https://vk.com/shugaringnaorbite	not_add	7e4f9454-9f1f-4cd5-9942-2e5297b21c58	c451312f-35a3-4086-9d50-7af9656a7595
