URL	golden
http://sdcimages.s3.yandex.net/nirvana/912c3a9b-2948-41a2-8cc2-3bad155316f7	bus_stop
http://sdcimages.s3.yandex.net/nirvana/b180aeee-115e-4963-9f71-073cc30a6e02	bus_stop
http://sdcimages.s3.yandex.net/nirvana/e673fda7-b174-4c22-b395-faae545fdcfd	bus_stop
http://sdcimages.s3.yandex.net/nirvana/c29c4aed-d322-4e22-a7b4-b07f28c71b35	bus_stop
http://sdcimages.s3.yandex.net/nirvana/302325bb-b720-4b9e-aee6-6f4b272c9357	bus_stop
http://sdcimages.s3.yandex.net/nirvana/a17c5c32-afcd-4932-b0f1-00797ea35faf	bus_stop
http://sdcimages.s3.yandex.net/nirvana/468a64a7-c19a-45ad-a356-0cc2c77d817c	bus_stop
http://sdcimages.s3.yandex.net/nirvana/a0ef61e3-ea3b-420f-be7d-83f211dafa8c	bus_stop
http://sdcimages.s3.yandex.net/nirvana/0436a393-4882-494c-9c7e-0b58b5fdc9bc	bus_stop
http://sdcimages.s3.yandex.net/nirvana/3cc9ea87-5cf9-467d-8f59-d6e269d27e76	bus_stop
http://sdcimages.s3.yandex.net/nirvana/0d3b0f5d-c6db-4666-bd8f-cac905ac23da	bus_stop
http://sdcimages.s3.yandex.net/nirvana/226c88ab-2873-49a1-a778-2c05d46a1cf3	bus_stop
http://sdcimages.s3.yandex.net/nirvana/adf21d2b-fdba-4e06-908e-a53f63a34379	bus_stop
http://sdcimages.s3.yandex.net/nirvana/f088942a-d29a-4648-8bd9-42fc9dc4effd	bus_stop
http://sdcimages.s3.yandex.net/nirvana/7269b427-96ef-4638-981a-1dc2064c813c	bus_stop
http://sdcimages.s3.yandex.net/nirvana/37cea848-7cc0-4e93-bdf1-1d2a525f1304	bus_stop
http://sdcimages.s3.yandex.net/nirvana/9fa05403-2da5-4c52-9692-ad99737c927d	bus_stop
http://sdcimages.s3.yandex.net/nirvana/3e040dd3-6173-4385-ae6d-961a485a6b3d	bus_stop
http://sdcimages.s3.yandex.net/nirvana/56290d8b-0b9d-4c87-a75d-b571421894a1	bus_stop
http://sdcimages.s3.yandex.net/nirvana/4f6c71eb-8b5f-40a3-94cb-54c432559524	bus_stop
http://sdcimages.s3.yandex.net/nirvana/7726976d-40b8-4f9c-88f3-7add9e9e3e7c	bus_stop
http://sdcimages.s3.yandex.net/nirvana/509cd095-692d-46cc-967c-674fbc3220dd	bus_stop
http://sdcimages.s3.yandex.net/nirvana/973772aa-8a65-4328-9818-e2c968929886	bus_stop
http://sdcimages.s3.yandex.net/nirvana/3389d395-bf1b-46a1-b72a-2953b233c58b	bus_stop
http://sdcimages.s3.yandex.net/nirvana/020e75c8-f49c-4d8d-bb71-3134cdee9abb	no_stop
http://sdcimages.s3.yandex.net/nirvana/0c23b141-a7c9-431e-85b0-72225d77ccbf	no_stop
http://sdcimages.s3.yandex.net/nirvana/7b65fa1e-d66c-473c-92e2-f94ec1750f84	no_stop
http://sdcimages.s3.yandex.net/nirvana/a32a0652-fd50-47e2-a994-1b9d5c72575a	no_stop
http://sdcimages.s3.yandex.net/nirvana/80cdf38d-c76a-45fb-84c6-374611a3901b	no_stop
http://sdcimages.s3.yandex.net/nirvana/a5d42c25-b00f-4443-a135-7f2cef77cb4e	no_stop
http://sdcimages.s3.yandex.net/nirvana/274e0980-b513-45bd-9c7d-335b7e45236d	no_stop
http://sdcimages.s3.yandex.net/nirvana/18db6749-6058-4db4-bd44-94b87974d5f5	no_stop
http://sdcimages.s3.yandex.net/nirvana/91ffc1b4-2aec-43cc-a5b9-b9a619a0d995	no_stop
http://sdcimages.s3.yandex.net/nirvana/2eaeca37-6a7c-4627-9ecd-74947b1d86e7	no_stop
http://sdcimages.s3.yandex.net/nirvana/e55513c5-052a-4201-8b83-8ea41fb48758	no_stop
http://sdcimages.s3.yandex.net/nirvana/c1911eba-4b86-483b-9f9a-2f82246257b5	no_stop
http://sdcimages.s3.yandex.net/nirvana/4a96de14-fdad-4a02-b6e7-a23eb1f50b2a	no_stop
http://sdcimages.s3.yandex.net/nirvana/767a45d1-7535-4c18-a28d-7138961186de	no_stop
http://sdcimages.s3.yandex.net/nirvana/6a512e5e-bf51-49a8-8ae9-ad1486c551df	no_stop
http://sdcimages.s3.yandex.net/nirvana/161496e9-6a03-44b7-8dd2-7c0f77d9d548	no_stop
http://sdcimages.s3.yandex.net/nirvana/1c69ab91-ce35-4453-9e30-1d85dbe0e10e	no_stop
http://sdcimages.s3.yandex.net/nirvana/cc814f8b-51d2-4ef5-8ba0-1efd5d5ae40a	no_stop
http://sdcimages.s3.yandex.net/nirvana/e2c76ade-5c45-495a-af4a-ebb05334a7b2	no_stop
http://sdcimages.s3.yandex.net/nirvana/e87c6ee8-bcf8-4757-8507-76b731058011	no_stop
http://sdcimages.s3.yandex.net/nirvana/15358057-e232-4408-99d8-90710d27ee25	no_stop
http://sdcimages.s3.yandex.net/nirvana/72636be8-ecd1-450a-b72d-2d787361196c	no_stop
http://sdcimages.s3.yandex.net/nirvana/e37c39c9-11e5-442b-974c-ef9bc1d6c056	no_stop
http://sdcimages.s3.yandex.net/nirvana/d7fa23d0-26d7-439a-acce-61228e849ff1	no_stop
http://sdcimages.s3.yandex.net/nirvana/ee88b36a-916f-492f-ac71-3fe01d210659	no_stop
http://sdcimages.s3.yandex.net/nirvana/87a529d9-d64d-48e9-b3ff-5c9b4f6c851d	no_stop
http://sdcimages.s3.yandex.net/nirvana/01a2e629-b477-45ca-8a37-74e84efd01f2	no_stop
http://sdcimages.s3.yandex.net/nirvana/615ef571-643c-4f71-a78b-6a5d5cfd6276	no_stop
http://sdcimages.s3.yandex.net/nirvana/f48b0799-5939-4ddd-8137-0ce8538d1c4b	no_stop
http://sdcimages.s3.yandex.net/nirvana/41aefdfc-1fbb-4df1-9299-3759663b06e4	no_stop
http://sdcimages.s3.yandex.net/nirvana/5868dfc0-72fc-4b84-8383-a9440bfeac51	no_stop
http://sdcimages.s3.yandex.net/nirvana/f4355ccb-8b32-46bd-a437-86c43beece3a	no_stop
http://sdcimages.s3.yandex.net/nirvana/c05a20dc-db0b-49cd-be2c-49473ed36b37	no_stop
http://sdcimages.s3.yandex.net/nirvana/2b92e1ec-9a2d-42b4-8ba5-86ebf4ba6027	no_stop
http://sdcimages.s3.yandex.net/nirvana/1c22d0ac-677f-4371-b9ac-5644dd44c6af	no_stop
http://sdcimages.s3.yandex.net/nirvana/1f5e3ef5-b0a7-49aa-aea5-f3abfad46194	no_stop
http://sdcimages.s3.yandex.net/nirvana/84d7947c-c348-4097-a40d-2c16d5732c12	no_stop
http://sdcimages.s3.yandex.net/nirvana/356642db-3305-45b2-ac6d-472db271fc7f	no_stop
http://sdcimages.s3.yandex.net/nirvana/43c22b6c-eb85-4fe8-b8c5-3e1b130aa71f	no_stop
http://sdcimages.s3.yandex.net/nirvana/01d1f014-1588-4a00-bb82-0f2c16b6086b	no_stop
http://sdcimages.s3.yandex.net/nirvana/96386fcf-597d-4b74-bc4f-621decc5bb63	no_stop
http://sdcimages.s3.yandex.net/nirvana/10d624d8-4d2c-4cc7-bfea-cd777f4c73ba	no_stop
http://sdcimages.s3.yandex.net/nirvana/5d2baff9-00a8-4389-9f10-c72884dd53b9	no_stop
http://sdcimages.s3.yandex.net/nirvana/e33fc0ec-3687-4114-945a-c445b8c202f0	no_stop
http://sdcimages.s3.yandex.net/nirvana/7a5e23f9-224e-4b43-97a0-914040ce0f23	no_stop
http://sdcimages.s3.yandex.net/nirvana/a5a87ddc-0143-4ed3-83b8-b288ba846857	no_stop
http://sdcimages.s3.yandex.net/nirvana/6dfa257f-d6ea-4c9e-b15f-d986d2028e90	no_stop
http://sdcimages.s3.yandex.net/nirvana/0ec4901d-0e9a-4767-9bd2-849d8c839745	no_stop
http://sdcimages.s3.yandex.net/nirvana/de9a0324-af8f-41f8-8341-9897b61c84bb	no_stop
http://sdcimages.s3.yandex.net/nirvana/a7f2827e-b2cf-4153-911b-2348bad984d9	no_stop
http://sdcimages.s3.yandex.net/nirvana/6dd806cb-9374-4d9d-96ae-76d54bd08ba2	main_road
http://sdcimages.s3.yandex.net/nirvana/b5f61328-e05e-424c-a4c9-184c48b77c58	main_road
http://sdcimages.s3.yandex.net/nirvana/aef1e11d-389c-420b-902e-4c80f6c2b475	main_road
http://sdcimages.s3.yandex.net/nirvana/b0d48900-22f9-4e55-844f-c71a6ef2e6db	main_road
http://sdcimages.s3.yandex.net/nirvana/ef543a64-4aec-4806-8293-98fc5712c4a0	main_road
http://sdcimages.s3.yandex.net/nirvana/ff1aab5e-19e6-49d7-b323-30cbb7ba947e	main_road
http://sdcimages.s3.yandex.net/nirvana/d2dc9b8b-6603-448b-9057-64de06ac39f0	main_road
http://sdcimages.s3.yandex.net/nirvana/1a59f50b-08be-4ba5-90ba-cd7f5b4b1b0c	main_road
http://sdcimages.s3.yandex.net/nirvana/57539f46-009f-4e32-a07b-c0b7d4f0b733	main_road
http://sdcimages.s3.yandex.net/nirvana/383e7e49-f413-40fe-b482-0cfd03f7b55f	main_road
http://sdcimages.s3.yandex.net/nirvana/f895e839-63bd-4b7d-95bf-ce050637156a	main_road
http://sdcimages.s3.yandex.net/nirvana/72ec5417-7dbe-4912-8eb2-4c040e3288d9	main_road
http://sdcimages.s3.yandex.net/nirvana/1d4805de-72cd-4fda-bcdd-907238a3857e	main_road
http://sdcimages.s3.yandex.net/nirvana/13a88748-f4ac-4639-8ce4-de9860e94908	main_road
http://sdcimages.s3.yandex.net/nirvana/71bf4681-6a69-40b0-886e-c2590ea2c958	main_road
http://sdcimages.s3.yandex.net/nirvana/122942d1-7062-46cf-8fa1-4a06c3ee65c9	main_road
http://sdcimages.s3.yandex.net/nirvana/5b42da79-b633-4760-85af-8f13c89ec9cb	main_road
http://sdcimages.s3.yandex.net/nirvana/d3d9309e-b006-40f3-8191-59805fc44ca2	main_road
http://sdcimages.s3.yandex.net/nirvana/024dae73-850a-4c90-97d7-caec4b6a6f9c	main_road
http://sdcimages.s3.yandex.net/nirvana/9ad4a0ec-0792-49ca-82bb-20a5daf3cc5f	main_road
http://sdcimages.s3.yandex.net/nirvana/15c402d4-e39f-4af5-9ad3-aff7b9b7bb38	main_road
http://sdcimages.s3.yandex.net/nirvana/ef8c69c0-1b63-4d67-9ea1-286f575d63de	main_road
http://sdcimages.s3.yandex.net/nirvana/fc654779-ce1f-4f0d-bc3e-75fe5892d9f9	main_road
http://sdcimages.s3.yandex.net/nirvana/993dd2e4-9652-40e7-88bc-cb8c8311d2d1	main_road
http://sdcimages.s3.yandex.net/nirvana/eace2efe-a8a2-4ff9-b1d6-490391d88089	main_road
http://sdcimages.s3.yandex.net/nirvana/10327b79-b334-4a0e-bcb0-a061eaf3b104	main_road
http://sdcimages.s3.yandex.net/nirvana/a5e7b298-b1c0-47a7-8fd3-8ee2f4cd7eab	main_road
http://sdcimages.s3.yandex.net/nirvana/d24b63f0-dd08-4f00-9367-d3d0113ecd3c	main_road
http://sdcimages.s3.yandex.net/nirvana/e71bbcf9-09fe-4b95-808b-768d5d5fea41	main_road
http://sdcimages.s3.yandex.net/nirvana/f8bf64c4-fcf1-4136-8771-9d268d5944d4	main_road
http://sdcimages.s3.yandex.net/nirvana/bb9a4be2-ab91-40a1-88f1-74c6cf0ba365	main_road
http://sdcimages.s3.yandex.net/nirvana/9028a044-73cb-4216-a9ed-0d7966283601	main_road
http://sdcimages.s3.yandex.net/nirvana/e361d466-5629-459d-95cf-f2f63a50b29c	main_road
http://sdcimages.s3.yandex.net/nirvana/df2e0034-2770-4924-a623-dd141e1aaeee	main_road
http://sdcimages.s3.yandex.net/nirvana/27f14b95-a130-480b-911d-b9398ec8e448	main_road
http://sdcimages.s3.yandex.net/nirvana/4cdcd349-9dcf-475c-be42-28c3523bfec0	main_road
http://sdcimages.s3.yandex.net/nirvana/eccbddf3-7845-4023-9c36-cb26247e8b7c	main_road
http://sdcimages.s3.yandex.net/nirvana/f90a2fdc-6638-4a27-ac6a-5d99250b32f5	main_road
http://sdcimages.s3.yandex.net/nirvana/1e16b181-9b4a-4fae-850b-97cc1f011adb	main_road
http://sdcimages.s3.yandex.net/nirvana/8c350f82-c816-454a-92f2-ac455792dc16	main_road
http://sdcimages.s3.yandex.net/nirvana/f349861d-e2b7-477c-ba0c-9ce4b2d2c6b8	main_road
http://sdcimages.s3.yandex.net/nirvana/bfa24ffd-e18e-408b-93f3-b9033b3aa7e4	main_road
http://sdcimages.s3.yandex.net/nirvana/c2d16bb9-7ba9-433d-9cf9-9266c455bc72	main_road
http://sdcimages.s3.yandex.net/nirvana/edd39111-f951-465c-b5d9-8b005af07908	main_road
http://sdcimages.s3.yandex.net/nirvana/e76afac1-123b-407c-9d8e-24f4507f3924	main_road
http://sdcimages.s3.yandex.net/nirvana/1c221762-1b43-43cf-897e-5908ea8bf5c6	main_road
http://sdcimages.s3.yandex.net/nirvana/43745a76-bb7c-49d1-809f-f53cb4aeb320	main_road
http://sdcimages.s3.yandex.net/nirvana/1630b363-6433-44ea-a7b8-1a5425c2ea2d	main_road
http://sdcimages.s3.yandex.net/nirvana/5527c69e-1027-40e7-8d0e-b591f7f62f8a	main_road
http://sdcimages.s3.yandex.net/nirvana/96f30fd4-c6c7-4dd4-8a7d-ffd74dc5f578	main_road
http://sdcimages.s3.yandex.net/nirvana/c6e55098-c4af-4420-b0bf-1de30e849d83	give_way
http://sdcimages.s3.yandex.net/nirvana/32226e6b-de2e-46b7-86b1-4f0e00f3f034	give_way
http://sdcimages.s3.yandex.net/nirvana/3729c094-1106-49a7-805f-28a49e93a388	give_way
http://sdcimages.s3.yandex.net/nirvana/b7c855be-d6e4-41d3-ad79-7702a54e8dd6	give_way
http://sdcimages.s3.yandex.net/nirvana/b3b2c5c4-bebe-44a6-9b10-cd6ecb72eb77	give_way
http://sdcimages.s3.yandex.net/nirvana/2e1a7fe5-1ef5-4285-960c-265868c40031	give_way
http://sdcimages.s3.yandex.net/nirvana/d7d16333-e2c3-4d3d-a911-cbf1b01e9f12	give_way
http://sdcimages.s3.yandex.net/nirvana/d9cb090f-aebc-470c-9e34-f82b7b398ee3	give_way
http://sdcimages.s3.yandex.net/nirvana/82809b9c-aa39-4e95-a584-08562dc7a5cc	give_way
http://sdcimages.s3.yandex.net/nirvana/08f81912-3c7a-4a81-987b-3f47c306f824	give_way
http://sdcimages.s3.yandex.net/nirvana/fa92e0b8-3aa0-4741-85e8-6a964bf1735c	give_way
http://sdcimages.s3.yandex.net/nirvana/2a51e436-5a50-4bdb-bf75-c3d6f798465f	give_way
http://sdcimages.s3.yandex.net/nirvana/b1e68880-b4b8-4f92-b278-4668e9850591	give_way
http://sdcimages.s3.yandex.net/nirvana/ec2c7550-2fa4-42fc-9872-bd640d63b0d0	give_way
http://sdcimages.s3.yandex.net/nirvana/0a2ee59e-b0dd-41ad-a24d-828ea9530062	give_way
http://sdcimages.s3.yandex.net/nirvana/5bf3e315-c94f-428d-88b7-5d6eef73a497	give_way
http://sdcimages.s3.yandex.net/nirvana/2e732ef0-8978-4fd3-be58-1d67fc8bf182	give_way
http://sdcimages.s3.yandex.net/nirvana/ee8dae22-f7ce-4c15-a2f9-2b80791ce711	give_way
http://sdcimages.s3.yandex.net/nirvana/76c576aa-b8ec-48b4-9e45-de4366eb6f32	give_way
http://sdcimages.s3.yandex.net/nirvana/8cd51055-4d9b-4332-b799-56e33e96f0aa	give_way
http://sdcimages.s3.yandex.net/nirvana/991efacb-457f-4a47-9ad9-88de1a0c4d8d	give_way
http://sdcimages.s3.yandex.net/nirvana/c7eadf85-df9c-4feb-9df3-4a2671653a18	give_way
http://sdcimages.s3.yandex.net/nirvana/a110f8ad-038a-4137-8afc-52c507025a3c	give_way
http://sdcimages.s3.yandex.net/nirvana/d05bac1b-2ef9-4cac-90fc-d69aab5d4f78	give_way
http://sdcimages.s3.yandex.net/nirvana/ae61eeca-7630-4a12-a815-10369e5d72ad	give_way
http://sdcimages.s3.yandex.net/nirvana/24e81626-cd07-4bf1-a531-433a58e0e763	give_way
http://sdcimages.s3.yandex.net/nirvana/8fe4c040-13d7-41c4-9b18-aed1b1624fd9	give_way
http://sdcimages.s3.yandex.net/nirvana/1231c7a1-5bf1-4b66-a84c-afa08a6478fc	give_way
http://sdcimages.s3.yandex.net/nirvana/ccf8fe24-25e6-421b-a737-be3721df15f3	give_way
http://sdcimages.s3.yandex.net/nirvana/b750321d-98c5-4b85-baef-45f0c2eb10e6	give_way
http://sdcimages.s3.yandex.net/nirvana/f16efff9-7950-4a4b-8e39-fea6d2091470	give_way
http://sdcimages.s3.yandex.net/nirvana/2720c79a-5625-4a22-bc02-db40b2e55531	give_way
http://sdcimages.s3.yandex.net/nirvana/7260c961-cd09-496a-af9d-4b792e847443	give_way
http://sdcimages.s3.yandex.net/nirvana/05150899-8508-4bc4-8b8b-0b9ab70d9e85	give_way
http://sdcimages.s3.yandex.net/nirvana/f779a9a6-9eca-4bc8-b8a9-4657bb68cd9d	give_way
http://sdcimages.s3.yandex.net/nirvana/4ce42dad-fc44-43f8-af40-595791d15915	give_way
http://sdcimages.s3.yandex.net/nirvana/c6ce1ab7-480c-497d-a723-21350d8532d7	give_way
http://sdcimages.s3.yandex.net/nirvana/bb2636e6-b862-4a94-a065-aaa12e6c8d0d	give_way
http://sdcimages.s3.yandex.net/nirvana/0a21762b-35f1-4de1-b391-cd6930af58ab	give_way
http://sdcimages.s3.yandex.net/nirvana/9bfccc18-23d1-4fdf-9271-9ba646907165	give_way
http://sdcimages.s3.yandex.net/nirvana/f1b6f189-d994-4366-bbaf-bbc851881c03	give_way
http://sdcimages.s3.yandex.net/nirvana/65cec446-46d2-4ca2-915d-31f92d4d98ad	give_way
http://sdcimages.s3.yandex.net/nirvana/93dd1dec-ab93-4c21-a091-53a3602de8e3	give_way
http://sdcimages.s3.yandex.net/nirvana/c2d4361b-e379-4096-8338-d2fb90283320	give_way
http://sdcimages.s3.yandex.net/nirvana/8cdadea8-a047-40d2-aa33-cf1a1de465d1	give_way
http://sdcimages.s3.yandex.net/nirvana/4f14cdfb-2698-4f0d-a99f-2560681fbc88	give_way
http://sdcimages.s3.yandex.net/nirvana/1bfd0363-956e-4910-8408-cf015da4fc58	give_way
http://sdcimages.s3.yandex.net/nirvana/1e897152-fb84-46f0-a49f-80e6da5904e6	give_way
http://sdcimages.s3.yandex.net/nirvana/6ec72b6e-1cff-4bee-8b26-e4b305df475c	give_way
http://sdcimages.s3.yandex.net/nirvana/1a0ce484-103a-4242-8e77-b489f339ffe7	give_way
