INPUT:image	INPUT:predict	OUTPUT:output	GOLDEN:output	HINT:text	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status
https://storage.yandexcloud.net/plates/34670.jpg		М333ОА174			https://toloka.yandex.ru/task/23234949/0001628985--607767a1f493906e2e202431	0001628985--607767a1f493906e2e202431	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/10700.jpg		РТ591161			https://toloka.yandex.ru/task/23234949/0001628985--607767d15a794f1493161773	0001628985--607767d15a794f1493161773	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/28866.jpg		063D07277			https://toloka.yandex.ru/task/23234949/0001628985--607767d15a794f1493161773	0001628985--607767d15a794f1493161773	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/35355.jpg		Е800ЕЕ36			https://toloka.yandex.ru/task/23234949/0001628985--607767d15a794f1493161773	0001628985--607767d15a794f1493161773	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/44608.jpg		А322ОЕ124			https://toloka.yandex.ru/task/23234949/0001628985--607767d15a794f1493161773	0001628985--607767d15a794f1493161773	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/5869.jpg		Р667АК774			https://toloka.yandex.ru/task/23234949/0001628985--607767d15a794f1493161773	0001628985--607767d15a794f1493161773	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/27288.jpg	К135АР21	К135АР28			https://toloka.yandex.ru/task/23234949/0001628985--607767d15a794f1493161773	0001628985--607767d15a794f1493161773	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/34670.jpg		М333ОА174			https://toloka.yandex.ru/task/23234949/0001628985--607767d15a794f1493161773	0001628985--607767d15a794f1493161773	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/control_tasks/651_а790сс38_nan_nan.jpg		А790СС38	А790СС38		https://toloka.yandex.ru/task/23234949/0001628985--607767d15a794f1493161773	0001628985--607767d15a794f1493161773	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/47595.jpg		М580КК58			https://toloka.yandex.ru/task/23234949/0001628985--607767d2f493906e2e2025a2	0001628985--607767d2f493906e2e2025a2	7cb2eeddd6bb66c82196b84a051a7dff	APPROVED
https://storage.yandexcloud.net/plates/47633.jpg		К001АУ12			https://toloka.yandex.ru/task/23234949/0001628985--607767d2f493906e2e2025a2	0001628985--607767d2f493906e2e2025a2	7cb2eeddd6bb66c82196b84a051a7dff	APPROVED
https://storage.yandexcloud.net/plates/control_tasks/727_о738мн63_nan_nan.jpg		О738МН63	О738МН63		https://toloka.yandex.ru/task/23234949/0001628985--607767d2f493906e2e2025a2	0001628985--607767d2f493906e2e2025a2	7cb2eeddd6bb66c82196b84a051a7dff	APPROVED
https://storage.yandexcloud.net/plates/39587.jpg		О751ВО136			https://toloka.yandex.ru/task/23234949/0001628985--607767d2f493906e2e2025a2	0001628985--607767d2f493906e2e2025a2	7cb2eeddd6bb66c82196b84a051a7dff	APPROVED
https://storage.yandexcloud.net/plates/53169.jpg		3434АМ78			https://toloka.yandex.ru/task/23234949/0001628985--607767d2f493906e2e2025a2	0001628985--607767d2f493906e2e2025a2	7cb2eeddd6bb66c82196b84a051a7dff	APPROVED
https://storage.yandexcloud.net/plates/41462.jpg		ХХ022952			https://toloka.yandex.ru/task/23234949/0001628985--607767d2f493906e2e2025a2	0001628985--607767d2f493906e2e2025a2	7cb2eeddd6bb66c82196b84a051a7dff	APPROVED
https://storage.yandexcloud.net/plates/3663.jpg		АУ534236			https://toloka.yandex.ru/task/23234949/0001628985--607767d2f493906e2e2025a2	0001628985--607767d2f493906e2e2025a2	7cb2eeddd6bb66c82196b84a051a7dff	APPROVED
https://storage.yandexcloud.net/plates/46556.jpg		ВЕ52399			https://toloka.yandex.ru/task/23234949/0001628985--607767d2f493906e2e2025a2	0001628985--607767d2f493906e2e2025a2	7cb2eeddd6bb66c82196b84a051a7dff	APPROVED
https://storage.yandexcloud.net/plates/46556.jpg		ВЕ52399			https://toloka.yandex.ru/task/23234949/0001628985--607767e96744772972ecbdf7	0001628985--607767e96744772972ecbdf7	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/control_tasks/2082_х696рв197_а696рв197_0.63592529296875.jpg	А696РВ197	Х696РВ197	Х696РВ197		https://toloka.yandex.ru/task/23234949/0001628985--607767e96744772972ecbdf7	0001628985--607767e96744772972ecbdf7	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/47595.jpg		М580КК58			https://toloka.yandex.ru/task/23234949/0001628985--607767e96744772972ecbdf7	0001628985--607767e96744772972ecbdf7	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/39587.jpg		О751ВО136			https://toloka.yandex.ru/task/23234949/0001628985--607767e96744772972ecbdf7	0001628985--607767e96744772972ecbdf7	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/3663.jpg		АУ534236			https://toloka.yandex.ru/task/23234949/0001628985--607767e96744772972ecbdf7	0001628985--607767e96744772972ecbdf7	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/41462.jpg		ХХ022952			https://toloka.yandex.ru/task/23234949/0001628985--607767e96744772972ecbdf7	0001628985--607767e96744772972ecbdf7	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/53169.jpg		3434АМ78			https://toloka.yandex.ru/task/23234949/0001628985--607767e96744772972ecbdf7	0001628985--607767e96744772972ecbdf7	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/47633.jpg		К001АУ12			https://toloka.yandex.ru/task/23234949/0001628985--607767e96744772972ecbdf7	0001628985--607767e96744772972ecbdf7	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/3663.jpg		АУ534236			https://toloka.yandex.ru/task/23234949/0001628985--607767eba9372a3922bb9fc8	0001628985--607767eba9372a3922bb9fc8	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/control_tasks/1533_у843се102_у843се12_0.8247734904289246.jpg	У843СЕ12	У843СЕ102	У843СЕ102		https://toloka.yandex.ru/task/23234949/0001628985--607767eba9372a3922bb9fc8	0001628985--607767eba9372a3922bb9fc8	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/41462.jpg		ХХ022952			https://toloka.yandex.ru/task/23234949/0001628985--607767eba9372a3922bb9fc8	0001628985--607767eba9372a3922bb9fc8	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/53169.jpg		3434АМ78			https://toloka.yandex.ru/task/23234949/0001628985--607767eba9372a3922bb9fc8	0001628985--607767eba9372a3922bb9fc8	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/47633.jpg		К001АУ12			https://toloka.yandex.ru/task/23234949/0001628985--607767eba9372a3922bb9fc8	0001628985--607767eba9372a3922bb9fc8	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/39587.jpg		О751ВО136			https://toloka.yandex.ru/task/23234949/0001628985--607767eba9372a3922bb9fc8	0001628985--607767eba9372a3922bb9fc8	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/47595.jpg		М580КК56			https://toloka.yandex.ru/task/23234949/0001628985--607767eba9372a3922bb9fc8	0001628985--607767eba9372a3922bb9fc8	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/46556.jpg		ВЕ52399			https://toloka.yandex.ru/task/23234949/0001628985--607767eba9372a3922bb9fc8	0001628985--607767eba9372a3922bb9fc8	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/10190.jpg		А151899			https://toloka.yandex.ru/task/23234949/0001628985--607767f2d6ccdf5b857c9d6a	0001628985--607767f2d6ccdf5b857c9d6a	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/5358.jpg		АК871468			https://toloka.yandex.ru/task/23234949/0001628985--607767f2d6ccdf5b857c9d6a	0001628985--607767f2d6ccdf5b857c9d6a	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/control_tasks/729_м224ур75_м224ур74_0.5835669040679932.jpg	М224УР74	М224УР75	М224УР75		https://toloka.yandex.ru/task/23234949/0001628985--607767f2d6ccdf5b857c9d6a	0001628985--607767f2d6ccdf5b857c9d6a	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/22826.jpg		8147ВК77			https://toloka.yandex.ru/task/23234949/0001628985--607767f2d6ccdf5b857c9d6a	0001628985--607767f2d6ccdf5b857c9d6a	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/53752.jpg		АХ093666			https://toloka.yandex.ru/task/23234949/0001628985--607767f2d6ccdf5b857c9d6a	0001628985--607767f2d6ccdf5b857c9d6a	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/58846.jpg		К111ОТ82			https://toloka.yandex.ru/task/23234949/0001628985--607767f2d6ccdf5b857c9d6a	0001628985--607767f2d6ccdf5b857c9d6a	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/6149.jpg		К505АХ28			https://toloka.yandex.ru/task/23234949/0001628985--607767f2d6ccdf5b857c9d6a	0001628985--607767f2d6ccdf5b857c9d6a	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/58171.jpg	А888СЕ71	А888ОЕ71			https://toloka.yandex.ru/task/23234949/0001628985--607767f2d6ccdf5b857c9d6a	0001628985--607767f2d6ccdf5b857c9d6a	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/10190.jpg		А151899			https://toloka.yandex.ru/task/23234949/0001628985--60776813cfecd12558fa2e29	0001628985--60776813cfecd12558fa2e29	f3844f05902568dd0b414d1712f8fb14	APPROVED
https://storage.yandexcloud.net/plates/6149.jpg		К505ВХ28			https://toloka.yandex.ru/task/23234949/0001628985--60776813cfecd12558fa2e29	0001628985--60776813cfecd12558fa2e29	f3844f05902568dd0b414d1712f8fb14	APPROVED
https://storage.yandexcloud.net/plates/22826.jpg		8147ВК77			https://toloka.yandex.ru/task/23234949/0001628985--60776813cfecd12558fa2e29	0001628985--60776813cfecd12558fa2e29	f3844f05902568dd0b414d1712f8fb14	APPROVED
https://storage.yandexcloud.net/plates/58846.jpg		К111ОТ82			https://toloka.yandex.ru/task/23234949/0001628985--60776813cfecd12558fa2e29	0001628985--60776813cfecd12558fa2e29	f3844f05902568dd0b414d1712f8fb14	APPROVED
https://storage.yandexcloud.net/plates/53752.jpg		АХ093666			https://toloka.yandex.ru/task/23234949/0001628985--60776813cfecd12558fa2e29	0001628985--60776813cfecd12558fa2e29	f3844f05902568dd0b414d1712f8fb14	APPROVED
https://storage.yandexcloud.net/plates/58171.jpg	А888СЕ71	А888СЕ71			https://toloka.yandex.ru/task/23234949/0001628985--60776813cfecd12558fa2e29	0001628985--60776813cfecd12558fa2e29	f3844f05902568dd0b414d1712f8fb14	APPROVED
https://storage.yandexcloud.net/plates/5358.jpg		АК871468			https://toloka.yandex.ru/task/23234949/0001628985--60776813cfecd12558fa2e29	0001628985--60776813cfecd12558fa2e29	f3844f05902568dd0b414d1712f8fb14	APPROVED
https://storage.yandexcloud.net/plates/control_tasks/727_о738мн63_nan_nan.jpg		О738МН63	О738МН63		https://toloka.yandex.ru/task/23234949/0001628985--60776813cfecd12558fa2e29	0001628985--60776813cfecd12558fa2e29	f3844f05902568dd0b414d1712f8fb14	APPROVED
https://storage.yandexcloud.net/plates/58846.jpg		К111ОТ82			https://toloka.yandex.ru/task/23234949/0001628985--607768185eabd308ed3ee1b7	0001628985--607768185eabd308ed3ee1b7	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/6149.jpg		К505ВХ26			https://toloka.yandex.ru/task/23234949/0001628985--607768185eabd308ed3ee1b7	0001628985--607768185eabd308ed3ee1b7	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/5358.jpg		АК871468			https://toloka.yandex.ru/task/23234949/0001628985--607768185eabd308ed3ee1b7	0001628985--607768185eabd308ed3ee1b7	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/22826.jpg		8147ВК77			https://toloka.yandex.ru/task/23234949/0001628985--607768185eabd308ed3ee1b7	0001628985--607768185eabd308ed3ee1b7	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/53752.jpg		АХ093666			https://toloka.yandex.ru/task/23234949/0001628985--607768185eabd308ed3ee1b7	0001628985--607768185eabd308ed3ee1b7	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/10190.jpg		А151899			https://toloka.yandex.ru/task/23234949/0001628985--607768185eabd308ed3ee1b7	0001628985--607768185eabd308ed3ee1b7	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/58171.jpg	А888СЕ71	А888СЕ71			https://toloka.yandex.ru/task/23234949/0001628985--607768185eabd308ed3ee1b7	0001628985--607768185eabd308ed3ee1b7	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/control_tasks/1898_о047мм02_о047мм002_0.9401317238807678.jpg	О047ММ002	О047ММ002	О047ММ02		https://toloka.yandex.ru/task/23234949/0001628985--607768185eabd308ed3ee1b7	0001628985--607768185eabd308ed3ee1b7	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/31365.jpg		ХН05577			https://toloka.yandex.ru/task/23234949/0001628985--60776842a5bdf81da2d3d85e	0001628985--60776842a5bdf81da2d3d85e	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/10429.jpg		Е058ВМ123			https://toloka.yandex.ru/task/23234949/0001628985--60776842a5bdf81da2d3d85e	0001628985--60776842a5bdf81da2d3d85e	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/22710.jpg		У791АН71			https://toloka.yandex.ru/task/23234949/0001628985--60776842a5bdf81da2d3d85e	0001628985--60776842a5bdf81da2d3d85e	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/control_tasks/549_в409нт178_с274во98_0.6908587217330933.jpg	С274ВО98	В409НТ178	В409НТ178		https://toloka.yandex.ru/task/23234949/0001628985--60776842a5bdf81da2d3d85e	0001628985--60776842a5bdf81da2d3d85e	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/17359.jpg		АХ094536			https://toloka.yandex.ru/task/23234949/0001628985--60776842a5bdf81da2d3d85e	0001628985--60776842a5bdf81da2d3d85e	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/20126.jpg		В893РК26			https://toloka.yandex.ru/task/23234949/0001628985--60776842a5bdf81da2d3d85e	0001628985--60776842a5bdf81da2d3d85e	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/5959.jpg	Н218РМ32	М218РМ32			https://toloka.yandex.ru/task/23234949/0001628985--60776842a5bdf81da2d3d85e	0001628985--60776842a5bdf81da2d3d85e	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/47769.jpg		6810КО42			https://toloka.yandex.ru/task/23234949/0001628985--60776842a5bdf81da2d3d85e	0001628985--60776842a5bdf81da2d3d85e	e58d5ca4efac09c6529818f3187db7c3	APPROVED
https://storage.yandexcloud.net/plates/10429.jpg		Е058ВМ123			https://toloka.yandex.ru/task/23234949/0001628985--60776843161aca777ba4d83c	0001628985--60776843161aca777ba4d83c	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/17359.jpg		АХ094536			https://toloka.yandex.ru/task/23234949/0001628985--60776843161aca777ba4d83c	0001628985--60776843161aca777ba4d83c	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/5959.jpg	Н218РМ32	М218РМ32			https://toloka.yandex.ru/task/23234949/0001628985--60776843161aca777ba4d83c	0001628985--60776843161aca777ba4d83c	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/20126.jpg		В893РК26			https://toloka.yandex.ru/task/23234949/0001628985--60776843161aca777ba4d83c	0001628985--60776843161aca777ba4d83c	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/47769.jpg		6810КО42			https://toloka.yandex.ru/task/23234949/0001628985--60776843161aca777ba4d83c	0001628985--60776843161aca777ba4d83c	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/31365.jpg		ХН05577			https://toloka.yandex.ru/task/23234949/0001628985--60776843161aca777ba4d83c	0001628985--60776843161aca777ba4d83c	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/control_tasks/1852_аа828514_а828514_0.9872455000877379.jpg	А828514	АА828514	АА828514		https://toloka.yandex.ru/task/23234949/0001628985--60776843161aca777ba4d83c	0001628985--60776843161aca777ba4d83c	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/22710.jpg		У791АН71			https://toloka.yandex.ru/task/23234949/0001628985--60776843161aca777ba4d83c	0001628985--60776843161aca777ba4d83c	a293f2f71b70698ff288d5bcf00afe3a	APPROVED
https://storage.yandexcloud.net/plates/control_tasks/1767_т452кв51_т452ко51_0.9733715653419496.jpg	Т452КО51	Т452КВ51	Т452КВ51		https://toloka.yandex.ru/task/23234949/0001628985--60776852161aca777ba4d991	0001628985--60776852161aca777ba4d991	d140528346e44b26e7b6c2b848295e73	APPROVED
https://storage.yandexcloud.net/plates/31365.jpg		ХН05577			https://toloka.yandex.ru/task/23234949/0001628985--60776852161aca777ba4d991	0001628985--60776852161aca777ba4d991	d140528346e44b26e7b6c2b848295e73	APPROVED
https://storage.yandexcloud.net/plates/22710.jpg		У791АН71			https://toloka.yandex.ru/task/23234949/0001628985--60776852161aca777ba4d991	0001628985--60776852161aca777ba4d991	d140528346e44b26e7b6c2b848295e73	APPROVED
https://storage.yandexcloud.net/plates/20126.jpg		В893РК26			https://toloka.yandex.ru/task/23234949/0001628985--60776852161aca777ba4d991	0001628985--60776852161aca777ba4d991	d140528346e44b26e7b6c2b848295e73	APPROVED
https://storage.yandexcloud.net/plates/10429.jpg		Е058ВМ123			https://toloka.yandex.ru/task/23234949/0001628985--60776852161aca777ba4d991	0001628985--60776852161aca777ba4d991	d140528346e44b26e7b6c2b848295e73	APPROVED
https://storage.yandexcloud.net/plates/17359.jpg		АХ094536			https://toloka.yandex.ru/task/23234949/0001628985--60776852161aca777ba4d991	0001628985--60776852161aca777ba4d991	d140528346e44b26e7b6c2b848295e73	APPROVED
https://storage.yandexcloud.net/plates/5959.jpg	Н218РМ32	М218РМ32			https://toloka.yandex.ru/task/23234949/0001628985--60776852161aca777ba4d991	0001628985--60776852161aca777ba4d991	d140528346e44b26e7b6c2b848295e73	APPROVED
https://storage.yandexcloud.net/plates/47769.jpg		6810КО42			https://toloka.yandex.ru/task/23234949/0001628985--60776852161aca777ba4d991	0001628985--60776852161aca777ba4d991	d140528346e44b26e7b6c2b848295e73	APPROVED
https://storage.yandexcloud.net/plates/22756.jpg		М999ВЕ42			https://toloka.yandex.ru/task/23234949/0001628985--60776855202381717874cad9	0001628985--60776855202381717874cad9	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/32215.jpg	12УС5	Х912УС152			https://toloka.yandex.ru/task/23234949/0001628985--60776855202381717874cad9	0001628985--60776855202381717874cad9	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/control_tasks/1438_у542вт136_м542вт136_0.994966685771942.jpg	М542ВТ136	У542ВТ136	У542ВТ136		https://toloka.yandex.ru/task/23234949/0001628985--60776855202381717874cad9	0001628985--60776855202381717874cad9	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/14658.jpg		К004КК66			https://toloka.yandex.ru/task/23234949/0001628985--60776855202381717874cad9	0001628985--60776855202381717874cad9	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/5633.jpg	М098ВР67	М098ВР67			https://toloka.yandex.ru/task/23234949/0001628985--60776855202381717874cad9	0001628985--60776855202381717874cad9	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/6075.jpg		1768ВА50			https://toloka.yandex.ru/task/23234949/0001628985--60776855202381717874cad9	0001628985--60776855202381717874cad9	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/35290.jpg		А777ЕА196			https://toloka.yandex.ru/task/23234949/0001628985--60776855202381717874cad9	0001628985--60776855202381717874cad9	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/52650.jpg		О020УР750			https://toloka.yandex.ru/task/23234949/0001628985--60776855202381717874cad9	0001628985--60776855202381717874cad9	a1abf0944acf0440ed3f3200ae1a00bb	APPROVED
https://storage.yandexcloud.net/plates/5633.jpg	М098ВР67	М098ВР67			https://toloka.yandex.ru/task/23234949/0001628985--6077685aaaddb817ec784f75	0001628985--6077685aaaddb817ec784f75	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/52650.jpg		О020УР750			https://toloka.yandex.ru/task/23234949/0001628985--6077685aaaddb817ec784f75	0001628985--6077685aaaddb817ec784f75	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/control_tasks/546_ее638752_ее638762_0.8443934917449951.jpg	ЕЕ638762	ЕЕ638752	ЕЕ638752		https://toloka.yandex.ru/task/23234949/0001628985--6077685aaaddb817ec784f75	0001628985--6077685aaaddb817ec784f75	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/22756.jpg		М999ВЕ42			https://toloka.yandex.ru/task/23234949/0001628985--6077685aaaddb817ec784f75	0001628985--6077685aaaddb817ec784f75	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/14658.jpg		К004КК66			https://toloka.yandex.ru/task/23234949/0001628985--6077685aaaddb817ec784f75	0001628985--6077685aaaddb817ec784f75	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/6075.jpg		1768ВА50			https://toloka.yandex.ru/task/23234949/0001628985--6077685aaaddb817ec784f75	0001628985--6077685aaaddb817ec784f75	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/32215.jpg	12УС5	Х912УС152			https://toloka.yandex.ru/task/23234949/0001628985--6077685aaaddb817ec784f75	0001628985--6077685aaaddb817ec784f75	fcacf8d8963b9a0828684a53837bfef4	APPROVED
https://storage.yandexcloud.net/plates/35290.jpg		А777ЕА196			https://toloka.yandex.ru/task/23234949/0001628985--6077685aaaddb817ec784f75	0001628985--6077685aaaddb817ec784f75	fcacf8d8963b9a0828684a53837bfef4	APPROVED
